ID	label	text
6	Non-depression	"Мир, я и другие. Мы все взаимосвязанны. Мир без людей- не мир. Я без других- не я. А другие, возможно, да, не знаю, это же другие. Вся наша личность, все наше поведение, поступки, дела, все зависит от каких-то внешних факторов. Мы делаем то, что хотят другие, в большинстве случаев, когда мы начинаем делать то, что хотим сами, другим это не нравится, ну либо мы просто ""правильно"" хотим. Но даже если мы хотим то, что приемлемо в обществе, является ли это проблемой, думаю, что нет, ведь мы правда этого хотим. В любом случае наше ""я"" зависит от окружения, нравится нам это или нет. Человек- существо биосоциальное. Био- мир, социальное- другие. Так что для каждого из нас очень важны эти две переменные. И какой мир идеальный? Тот в котором все делают, что хотят, или тот, где все хотят опять-таки ""правильно""? Однозначного ответа нет, и вряд ли будет. А нужен ли он? Для каждого человека счастье, спокойствие, радость- свои. Кому-то нравится одно, кому-то другое. Для каждого важно что-то своё, а вот что важно для других? Нужно ли вообще учитывать их мнение? Думаю, что это зависит от типа личности человека, если он больше социальное существо, то да, а ежели он все же склонен к биологическому существованию, когда его ничего не интересует, кроме своих забот и потребностей, то, пожалуй, нет. Кому-то важно, как почувствует себя тот или иной человек рядом с собой, и страрается сделать все возможное и невозможное ради того, чтобы ему было комфортно, даже если это вредит его собственному желанию, а бывают другие, которые хотят потреблять весь этот комфорт, но не давать другим ничего взамен. Я считаю, что идеальный мир- это мир, в котором, люди делятся друг с другом этим комфортом, теплом, счастьем, всем самым наилучшим. Это настоящий, светлый, добрый мир, где все были бы счастливы и спокойны"
97	Depression	Я человек не замкнутый, открытый, мне нравится быть в коллективе, общаться с людьми. Хотя, в одиночестве иногда тоже бывает побыть полезно: собраться с мыслями, отдохнуть, эмоционально расслабиться. Достаточно легко иду на контакт, люблю узнавать что-то новое, за здоровый спор, но свое мнение не навязываю. Мое отношение с другими людьми складывается по-разному, в зависимости от ситуации и людей, но в основном это доброжелательность, ненавязчивость, умение слушать, сострадание, умение дружить.
290	Depression	Мне 28 лет, больше 12 из которых я нахожусь в депрессии. Не могу сказать, что был …. активен до нее, хотя разница, пусть и слабо ощутимая, но есть. И, несомненно, отклонение от «нормы» очевидно. Мне всегда было сложно поддерживать зрительный контакт. Испытываю трудности в знакомстве. Не всегда могу поддержать беседу. Мне очень трудно совершать звонки по телефону, так что я привык не отвечать на телефонные звонки. Иногда испытываю тревогу в общественных местах. Периодически испытываю к окружающим смесь из зависти, ненависти, презрения. Агрессию держу в себе. Тем не менее, чувствую себя неполноценным по отношению к другим. С противоположным полом общаться не умею, не хочу и не могу. В домашней обстановке приходится сильно сдерживать гнев. Проблемы в общении мешают устроиться на работу и/или продолжать учебу. Все перечисленные выше «особенности» обострялись вместе с течением болезни. Свою ситуацию расцениваю как безвыходную, так как слишком много времени было потеряно.
51	Non-depression	Я являюсь частью мира. Я такая же, как другие, но в то же время уникальна, как и все живое на Земле. Мне нравится, что существуют не только люди, но и животные, которые делают нашу жизнь теплой и стабильной. Мы знаем, что дома нас ждет наша любимая собака, которая бежит к двери, как только слышит шаги в подъезде. Также многие счастливые люди имеют семью: здоровых родителей, любящих друг друга. Но даже если этого нет по каким-либо причинам, то у каждого человека есть возможность создать свою прекрасную семью и внести в нее столько радости и счастья, что она станет частью тебя, а ты растворишься в ней с головой. Это прекрасное чувство - находиться среди людей или среди животных и осознавать, что ты можешь прикоснуться к чему-то живому, что будет так же чувствовать твое прикосновение. Через касание мы можем поддержать, выразить свою любовь, нежность, заботу, мы можем защитить или сподвигнуть на поступок. Как же это замечательно, что мы можем кого-то любить и быть любимыми, что мы можем иметь друзей, родственников, знакомых или просто прохожих, которые при желании имеют возможность так же одарить нас счастьем, искренне улыбнувшись или посмотрев на нас с восхищением. Только благодаря другим мы можем понять, кем являемся. Мы можем узнать добры ли мы или нет, проанализировав, например, сколько раз безвозмездно помогли другим людям или животным. Мы можем понять, что мы красивы только при условии, что кто-то рассмотрит в нас эту красоту и полюбит ее. Мы можем понять, что прекрасно поем тогда, когда один из окружающих людей услышит нашу песню и останется слушать или попросит ему спеть, когда грустно. Конечно, порой, люди не оправдывают наших ожиданий, и нам хочется побыть в одиночестве, сказать, что можно доверять только себе. Но, встретившись с несправедливостью, не стоит думать, что все одинаковы. В мире обязательно найдутся люди, видящие в нас то, что позволит им искренне полюбить и быть всегда рядом. Важно лишь не потерять и не спрятать то уникальное, что находится внутри и позволяет любить себя, других и весь мир в целом.
232	Non-depression	Мне повезло. Везет на людей по жизни, и чем дальше, тем больше. Раньше - в детстве, в юности и до 23 у меня часто бывали трудности с установлением адекватного контакта; я была очень не уверена в себе, тревожна, переполнена чувством вины и неполноценности; после череды жизненных перемен мне стало намного лучше (отделение от родителей, отделение от мужчины с которым жила, близкое знакомство с наркотиками и философией). И с тех пор как стало лучше, только лучше и становится, особенно если смотреть с дистанции. Я стала делать шаги людям навстречу, к тем, кто вызывал во мне отклик и любопытство. Это было удивительно, но люди отвечали взаимностью. Тогда я сознала что какой-то конкретный человек (тем более мужчина) не так уж и необходим для счастья, как и то что я мыслю, существую и могу с удовольствием и пользой взаимодействовать с другими и с самой собой. С тех пор жизнь уже не становилась прежней, хотя было и есть много очень непростых периодов - можно даже сказать кризис следует за кризисом. Но пока после каждого нового испытания становится еще немного лучше и спокойнее. Например, все прошедшее лето, весну и зиму я страдала. Это было не беспросветное страдание, случались и озарения, и моменты силы, и всякое важное прекрасное, однако уровень стресса зашкаливал - все началось с того что я пошла на восстановление отношений с парнем, с которым у меня были длительные и непростые отношения (около 5 лет), а потом фатальное непонимание и расход на целый год без надежды и побуждений к восстановлению такой близости. Я была рада освободиться от этого тогда, хоть и пришлось тосковать по общению с ним. Через год он пьяный пришел к подъезду ночью, вызвал гулять и стал рассказывать как он привязан ко мне и как не смог никем больше увлечься. Я была ему рада, но казалось что точно не готова к такой романтике, у меня тогда все было ок, я была увлечена парой прекрасных мужчин, в целом довольна жизнью и не сожалела об утраченном. Однако одно за другим все сложилось так, что все опять началось, с мучениями и сомнениями. По моей инициативе в этих отношениях оказался третий человек - еще одна женщина. Прекрасная, талантливая и совсем молодая. Она сразу влюбилась в моего парня и стала вести себя по-свински в отношении меня. Я настойчиво поддерживала мечту о маленькой коммунне, месяца 3, а потом мне стало совсем худо; на фоне годами тянувшейся депрессии, общей жизненной неустроенности и злоупотребления стимуляторами я разболелась и утратила все силы. 3 серьезных орви подряд за 1,5 месяца, с лежкой, температурой и т д; вновь сомнения в себе и в своих способностях, нехватка любви и внимания, разъедающая ревность. В итоге и он повел себя не по-дружески, сказал что не хочет всю жизнь сидеть у постели инвалида, что я только и парюсь что о своей депрессии и что он хочет чтобы я от него съехала. Я была раздавлена. Меня отвлекал интересный стартап и общение с другими людьми, но тоска до конца никогда не отпускала в течении этих месяцев. В тот день когда россия не выиграла чм я встретилась с новыми интересными знакомыми и хорошо провела время, а на утро обнаружила себя совершенно опустошенной. Во мне больше не было ни капли любви и сочувствия, ни к другим ни к себе, была только тоска по проебаной жизни, неспособности получить любовь и поддержку, неспособности конкурировать с молодыми и дерзкими. Я оказалась тупиковым звеном эволюции. Горько плакала; хотела побить эту женщину с которой остался мой мужчина, и эти мысли не оставляли меня, это было навязчивое состояние, и не было видно границы этой слабости и ущербности. Все то что обычно помогало мне от напастей больше вообще не работало. Была бы верующей, подумала бы что попутали бесы. В общем, я испугалась за себя, не узнавала себя совсем и подумала что если так продолжится, то это будет горький конец. Тогда я записалась на прием одну психиатрическую больницу чтобы договориться о госпитализации. Место для меня нашлось, сбережения пошли в ход, и через 2 недели я лежала в палате с кондиционером и видом на набережную. Каждый день ко мне приходили и интересовались моим самочувствием, звали есть 3 раза в день и всячески вселяли надежду на излечение. Я пробыла в больнице полтора месяца и сейчас мне намного лучше. Там я познакомилась с удивительными и прекрасными людьми, которых уже могу без преувеличения назвать своими друзьям. Все они личности с больших букв, каждый со своей уникальной биографией, депрессией, зависимостью, силой. С психиатром мне тоже повезло - 2 раза менял мне схему, много разговаривал со мной о культуре и искусстве. За 4 дня до выписки врач направил ко мне своего аспиранта сказав что пусть он посмотрит, кажется я это нужная выборка. Аспирант оказался недурен и даже прекрасен; мы подолгу разговаривали и это было круто. Кажется, я влюблена. Почему-то уверена что это взаимно, но это поживем и увидим. Короче, везет мне на приключения и на людей. Удачи вам
74	Non-depression	Индивид в течении собственной существования различными методами оказывается составляющей общества. Равно как только лишь мы обнаруживаемся в освещение, мы ранее пребываем в среде людей. Затем мы растем, представляемся с новейшими персонами, пойдем в детсад, среднее учебное заведение, институт. Постоянно нам ожидает знакомиться к окружению, смиряться с его инструкциями и законами. Мир – велик. Нас охватывает сущность, общество, мастерство. Все без исключения данное таким образом либо по другому стает частицей любого лица. Мы со временем присоединяемся к культуре, приобретаем формирование, исследуем в таком случае, то что нас охватывает. Нам может показаться на первый взгляд, что общество начало выпускать из виду, то что никак не оно основное в земле. В земле царствует в главную очередность сущность. Хотя общество и сумели обучиться предвидеть погоду либо в том числе и в некоторых случаях естественные несчастья, однако они ни разу никак не смогу им противодействовать. Природа существует с собственными законами. И многое количество индивид их никак не исследовал. Вследствие того то что, мы считаем, таким образом принято в обществе, то что имеется предмета, какие осознать нельзя людскому разуму. Несмотря на это, безусловно, общество завоевало небеса и моря-океаны. Общество – даннае большая тайна. И с целью лица большая репутация являться составляющей данной тайны. Мир – данное, не только сущность, это то, что нас охватывает. В обществе мы регулярно выполняем определенные функции: отпрыска, дочке, матери, отцы, подружки, педагога, одноклассника, незнакомца в метрополитене. Индивид постоянно пребывать в среде иных людей и весьма немаловажно обладать способностью сберечь Общество в данном обществе. Обучаться ценить посторонние вкусы и постороннее позиция, ни разу никак не выпускать из виду, то что вблизи кому-в таком случае способен являться также болезненно либо малоприятно, никак не выпускать из виду о подобных эмоциях, какие свойственны только лишь с целью лица: влюбленности, сочувствии, представлении. Данным мы и отличаемся от зверей, несмотря на то иногда их инстинкты, согласно взаимоотношению товарищ к товарищу, гораздо наиболее человечны нежели осмысленные взаимоотношения у людей. Мы – доля данного общества.
262	Non-depression	Меняется век за веком, сменяются поколения, меняются и люди. Мы подвластны времени, но мы можем его преобразовывать. Однако человечество в корне преображается и иногда не в лучшую сторону. Можно сказать, что люди очерствели, стали эгоистичнее и более честолюбивы, однако одаренность стала выше. Технический прогресс стал преобладать над эмоциональным. Стало неважно, как себя и кто ведёт, ведь это ничто по сравнению с АПГРЕЙДОМ. Люди забыли о той человечности, о которой так усердно разглашаются в фильмах, книгах и журналах. Но кто я такая, чтобы кого-то осуждать и оценивать их действия? Я лишь человек, песчинка в этом огромном мире, и я могу лишь рассуждать и делать для себя выводы о том, что было, что сейчас есть и что будет. Настоящий мир и его откровение, как по мне, можно найти в музыке. Она содержит в себе множество вселенных, бесконечностей и параллелей. В ней можно полностью раскрыться и познать себя: эмоции, чувства, мечты, надежды, разочарования, гнев. Это не только самовыражение, но и открытие миру. Создавая мелодию, песню, ритм, ты полностью вкладываешь всё своё существо, и другие могут понять, что ты чувствуешь и чем ты живешь.Это кладезь того, что так долго копилось внутри и что рвалось наружу. Пускай, не во всех случаях это можно считать верным, ведь общество привыкло всё подстраивать под себя и искать во всём выгоду. Даже сейчас для многих музыка - это способ заработка: как для тех, кто творит её, так и для тех, кто потребляет и продвигает её, делает способной к купле-продаже. Иногда кажется, что деньги действительно что-то меняют, а ведь это лишь бумажки, которые сделали валютой для обмена. Остаётся только надеется на то, что мир не остановится в развитии и когда-нибудь нормы и морали людей поменяются. Ценности станут другими, и в моду снова войдут доброта, честность, откровение и правдивость. Сейчас это всё лишь слова, которые могут ничего не значить, но однажды.однажды всё изменится.
306	Depression	добрый день, меня зовут настя. Мне часто не комфортно от слов проявления уважительной формы ( по отношению к себе), поэтому часто я перехожу сразу со всеми на ты. отношения с другими людьми складываются абсолютно разные. По работе и дружбе все значительно приобретает позитивную форму, нежели отношения с противоположным полом. Чем старше становишься тем меньше понимания происходит в отношениях с партнером. Хотя раньше было все значительно проще и понятнее. Дружба и работа даже с противоположным полом проходит в позитивном ключе и доставляет больше удовлетворения своим итогом. Партнерские отношения дают сложности и за частую либо не разрешаются,(возникающие вопросы) либо решаются в не самом лучшем ключе. Что доставляет огорчение и расстройство. Я общительный человек и сфера моей работы так же связана с коммуникацией от чего на прямую и зависит доход. Чаще стала ловить себя на мысли что общение вокруг стало приносить негатив. В окружении люди стали все больше сталкиваться с проблемами которые не могут разрешить либо которые поглощают их полностью. И чем глобальнее проблема тем больше люди о ней тебе сообщают. Это не плохо не хорошо но откладывает свой отпечаток на восприятие тобой, этого мира. Приводя иногда сознание у уныние и печаль. Часто хочется встряхнуть все вокруг на изменение этой ситуации. Что бы негатив сменился позитивом в твоей и окружающей жизни. Но на это очень трудно решиться. Очень большой страх выйти из привычной зоны комфорта. Страшно изменить и сделать еще хуже. И с каждым годом это чувство усиливается. Даже если сейчас плохо то останавливает мысль что можно сделать еще хуже. и закономерность этих процессов останавливает не только меня. Начинаются мучительные раздумья о том как поступить. И когда люди просят совета, немного теряешься вроде бы знаешь как нужно поступить правильно говоришь сам об этом и понимаешь но так страшно самому сделать этот первый шаг. надеюсь научиться быстро выходить из зоны комфорта и научить людей рядом делать тоже самое без глобальных потерь и ущерба.
154	Non-depression	"""Я, другие, мир"" Казалось бы, связь прямая. но на самом деле, эти три слова совершенно разных понятия и связи как таковой нет и быть не может. Я - это существо, личность, индивид. Существует в социуме и имеет своё бесконечное множество социальных ролей, которые пополняются каждый день. Я - это сила, уверенность, частица целого мира. Я представляю собой нечто, которое ходит, говорит, учится, выполняет цели. Я - личность, которая появилась на этот свет ради одной самой главной цели - продолжение рода. Я - состою в семье, учебной группе, комнате, компании.Другие - кто они? Другие люди, а, может, под словом ""другие"" мы понимаем животных. Вполне может быть. Другие - непохожие на нас представители человечества: звери, птицы, насекомые. Зачем они в этом мире? Мир человеческий и мир животный, отличаются ли они. Животные похожи на людей так же, как и люди похожи на животных: поведением, взглядом, способностями. Мир: современный мир похож на фантастический. Мы летаем в разные страны, посещаем конференции, мастер-классы, знакомимся с интересными для нас людьми.Отдельного слова заслуживает всемирная сеть интернет. Благодаря которой, мы можем поддерживать связь между городами и странами, в которых находятся любимые, родители, знакомые, родственники.Всего 15 лет назад, люди не могли представить себе, что в каждом дома будет телевизор, хотя сейчас чуть ли не в каждой комнате он присутствует. А про смартфоны, планшеты и ноутбуки можно и не говорить, это была фантастика для прошлого поколения.Таим образом, мы понимаем, что всё меняется со скоростью света, миры развиваются, технологии не отстают и даже обгоняют развитие цивилизации."
83	Non-depression	"Мне сложно сказать, зачем я есть, что вокруг меня происходит и откуда оно всё вообще взялось. Если всё вокруг происходит лишь благодаря случайному стечению обстоятельств, удачному взаимодействию каких-то частиц космической пыли или прочей чепухе, то этот мир довольно забавен. Как человек стал разумен, почему это произошло и почему только с ним? Нет, я конечно доверяю учёным и теория эволюции это прекрасно, но. трудно осознать нечто столь необъятное. Трудно стоять перед огромным, бушующим океаном и спокойно думать, что это просто вода, ветер, луна, тектонические плиты или что там ещё. Либо человек недостаточно разумен, чтобы отказаться от первобытных животных эмоций, либо здесь есть что-то большее, и гуманитарии действительно нужны человечеству. Я склоняюсь к первому варианту, но будучи гуманитарием склоняюсь только на словах, так как принять положение вещей, при котором я абсолютно бесполезна и не нужна всё равно не смогу. Если вдруг на секундочку предположить что человечество все это время идёт к какой-то определённой цели, имея перед собой какую-то конкретную задачу, то, взяв в учёт фактор довольно большой и быстрой смертности, можно решить, что только будучи единым целым общество может реализоваться. Я веду к тому, что человек сам по себе здесь не более чем часть организма и все мы только маленькие клетки, которые должны обновляться время от времени, обеспечивая его функционирование. Не очень приятная картина. Да и тогда не понятно почему каждый человек думает у себя в голове. Почему бы нам не стать коллективным разумом? И хотя даже мысль о том, что все твои ""думы"" может услышать кто-то другой очень напрягает, разрозненность и дисбаланс человеческих устремлений и помыслов создает чрезвычайно много проблем. Поэтому в разумность замысла верится с трудом. Ну или над нами кто-то хорошо пошутил. Если задуматься, трудно осознавать себя частью общества, ведь все такие разные и непонятные. А если не задумываться, то всё довольно неплохо, только воевать нужно поменьше и гадить поосторожней."
308	Non-depression	Я люблю людей, всегда готова им помочь, никогда никого не осуждаю, что бы они не сделали. Однако я общаюсь с малым количеством людей, только с проверенными друзьями. С ними я сразу чувствую себя комфортно. Именно так я их определяю. Главное - это больше светлых моментов, больше улыбок, больше эмоций, а главное - это независимость во всем! Вот это я сейчас говорила о комфорте. Иногда мне бывает одиноко, но всегда есть кому позвонить и чаще мне это одиночество в плюс. Я склонна во всем сомневаться. Для меня не существует истины, оттого и такие рассуждения. Все возможно. Каждый пусть делает, что ему нравится, но конечно в пределах разумного, чтобы это не мешало другим! Не умею писать сочинения, считаю это глупой затеей, но ради развития интеллектуальных технологий пишу! Мои отношения с людьми должны быть без конфликтов, а как иначе! Раньше я могла часто ссориться, теперь я просто делаю выводы и молчу. Хочу собаку! Это - самый лучший друг. У меня сумбурные мысли, не могу так много писать. Читать и слушать люблю, а вот говорить и рассказывать - нет. Не думаю, что стоит это делать попусту. Люблю созерцать, много красок, много фактур, линии, фигуры. Люблю, когда вокруг все красиво, когда люди одеваются красиво и выглядят. Все такие разные, от этого интереснее. Жизнь вообще интересна, спасибо, что есть так много разнообразия и людей! Много разных людей! Я обожаю помогать людям, случайным прохожим, так приятно, когда говорят спасибо, когда улыбаются. Это просто прекрасно! Я работала вожатой, продавцом - поняла, что я полностью отдаю свою энергию людям. Потому что готова помочь каждому! Когда я начала работать программистом - то моей энергии через край! Ведь я ее коплю! Вот она и идет на помощь тем, кому она нужна! Меня воспитывали в любви и заботе, я хочу также продолжать жить в этой любви и заботе! Поэтому готова дарить все это миру! И такой обмен энергиями обязательно сотворит вокруг свет! В светлое будущее вперед!
63	Depression	Я, другие, мир.На самом деле, если хорошо подумать, то и миру, и другим людям не помешает что-нибудь более полезное, чем я. Описать эту проблему сложно, потому что любого нормального человека немного коробит при упоминании меня. На это тратится довольно много ресурсов, начиная деньгами и заканчивая временем и нервами окружающих. Честно говоря мне уже давным давно надо было перестать существовать по тем или иным причинам. Собственно, этот самый текст тоже многое приобрел бы если в нём не было упоминания меня, но ошибка уже была совершена несколько раз, и поэтому становится немного бесполезно продолжать его написание. Это все равно потребует уточнений и доводов что в конечном итоге только будет бессмысленно удлинять текст. Чтобы предотвратить это недоразумение текст останавливается здесь. Но это не останавливается, а только идет дальше дальше и дальше и дальше и дальше Почему остальные люди все еще здесь, так как здесь действитеьно не на что по сути смотреть и нечего жалеть тожеееееее На самом деле меня уже давно не должно было быть, так как это сплошные неприятности и ненужные расходы Человек должен уметь управлять собой, в противном случае он становится бесполезным и только, как говорится, «коптит небо». Этого человека необходимо ликвидировать, так как он сам не сможет это сделать и вообще причинит еще больше неудачных страданий миру и другим людям, это необходимо со стороны. Душевные переживания не должны являтся поводом для отвратительного и вызывающего поведения, и на них не следует обращать внимание, если человек легко ломается. Но нужен более прочный человек. Пустые места не остаются. Это место оказалось пустым, к сожалению. На самом деле хуже всего приходится родителям, которые не могут перестать любить урода, но при этом вынуждены постоянно страдать от него и от его испорченности и бесполезности. К слову, бумагу можно и тратить на более полезные вещи поэтому это необходимо организовать со стороны и провести максимально эффективно. Мир=другие люди Мест нет Мест нет Мест нет Мест нет Мест нет Все уже занято Это сочинение отвратительно, на самом деле его нужно выкинуть, более достойными людьми чтобы оно не пачкало мир.
111	Depression	«Я, другие, мир». Каждый человек является частью большого мира. Так же и я неотделима от других людей. Мир огромен и прекрасен, и люди должны находиться в тесной связи дргу с другом, взаимодействовать и развиваться вместе, чтобы поддерживать гармонию в социуме. Однако не стоит забывать, что, несмотря на схожесть всех нас, каждый человек — индивидуальность, личность со своим внутренним миром. Невозможно полностью уровнять всех нас. Я люблю издалека наблюдать за людьми, за течением их жизни. Я вижу всех нас как часть глобального процесса, идущего на Земле уже тысячи лет. Жизнь каждого человека ужасно мала по сравнению с сотнями событий, происходивших и происходящих во Вселенной. Но ведь мы не зря появились на свет, и жизнь каждого что-то значит для других людей и для нашей планеты. Мы — часть бесконечного космоса, вечности, Вселенной.
